date,student_id,Name,preferred_course,course_demand,predicted_performance,timestamp,course_id,attendance_status,gpa,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk,record_id
10/8/2024,S1505,Hamza,Data Science,Medium,Average,23:14.2,C101,Present,2.47,0.68,6.42,1,68,42,10,54.06,Medium,7614
10/23/2024,S2332,Areeba,AI,Medium,Average,20:32.4,C103,Present,3.81,0.99,12.53,0,99,49,15,88.82,Medium,7615
10/6/2024,S3236,Iqra,Business Analytics,High,Above Average,08:10.5,C103,Present,3.14,0.81,8.06,1,81,47,12,63.36,Low,7616
10/1/2024,S1380,Bilal,Cybersecurity,Medium,Average,09:24.5,C103,Late,2.32,0.63,5.34,1,63,37,11,54.72,Medium,7617
10/7/2024,S2275,Zara,Data Science,Medium,Below Average,19:19.2,C102,Late,3.99,0.97,17.58,0,97,46,17,94.49,Medium,7618
10/19/2024,S1365,Ayaan,AI,Medium,Average,07:54.1,C102,Present,2.75,0.74,5.71,2,74,44,11,58.01,Medium,7619
10/5/2024,S644,Mariam,AI,Low,Below Average,16:54.4,C101,Late,0.81,0.51,1.17,4,51,35,6,34.19,High,7620
10/3/2024,S2790,Taha,AI,High,Excellent,13:42.4,C101,Present,3.5,0.96,12.21,0,96,48,19,89.96,Low,7621
10/26/2024,S2741,Fatima,Data Science,High,Excellent,10:04.5,C105,Late,3.85,0.96,15.51,0,96,46,20,92.48,Low,7622
10/18/2024,S1917,Saad,Business Analytics,High,Excellent,22:16.5,C103,Late,3.65,0.95,14.75,0,95,45,17,92.76,Low,7623
10/14/2024,S1951,Hassan,Cybersecurity,High,Excellent,07:00.2,C102,Late,3.79,0.92,10.22,0,92,46,16,93.65,Low,7624
10/5/2024,S2620,Areeba,Web Development,High,Excellent,13:59.4,C103,Present,3.81,0.98,19.53,0,98,49,16,81.0,Low,7625
10/9/2024,S2742,Iqra,Business Analytics,High,Excellent,05:45.8,C105,Absent,3.77,0.91,10.32,0,91,47,20,81.07,Low,7626
10/2/2024,S3713,Mariam,Data Science,High,Above Average,07:47.3,C103,Present,3.42,0.83,8.71,0,83,43,16,71.03,Low,7627
10/6/2024,S2339,Danish,AI,High,Excellent,18:57.0,C101,Absent,3.65,0.98,18.94,0,98,50,19,84.51,Low,7628
10/11/2024,S3622,Saad,Data Science,High,Above Average,15:37.1,C102,Present,3.28,0.82,6.84,0,82,41,15,75.54,Low,7629
10/13/2024,S174,Mariam,Data Science,High,Average,06:42.3,C105,Present,1.91,0.48,2.67,2,48,33,6,28.97,Low,7630
10/11/2024,S271,Danish,AI,Low,Below Average,20:40.0,C105,Present,1.95,0.53,3.62,2,53,36,7,35.24,High,7631
10/6/2024,S2632,Fatima,Cybersecurity,High,Excellent,04:55.4,C103,Present,3.61,0.92,14.76,0,92,49,15,94.69,Low,7632
10/6/2024,S1595,Ayaan,AI,Medium,Average,14:48.5,C101,Present,2.78,0.6,5.8,2,60,43,11,45.82,Medium,7633
10/10/2024,S1089,Imran,AI,Low,Below Average,01:23.5,C101,Late,1.99,0.45,1.15,3,45,39,7,37.76,High,7634
10/15/2024,S2296,Danish,Cybersecurity,Low,Above Average,08:15.4,C103,Absent,3.99,0.93,19.44,0,93,47,19,90.82,Medium,7635
10/19/2024,S1127,Areeba,Web Development,Low,Below Average,01:18.2,C102,Present,1.99,0.43,2.13,3,43,38,10,26.35,High,7636
10/19/2024,S1279,Mariam,Data Science,Low,Excellent,06:17.4,C105,Present,2.11,0.66,4.56,2,66,38,10,57.72,High,7637
10/23/2024,S1174,Imran,Web Development,Low,Below Average,05:58.6,C102,Present,0.82,0.56,3.61,4,56,40,8,38.55,High,7638
10/11/2024,S3484,Mariam,Business Analytics,High,Above Average,04:26.5,C102,Present,3.0,0.8,7.81,0,80,47,14,79.12,Low,7639
10/11/2024,S3651,Saad,Data Science,High,Above Average,15:37.1,C102,Present,3.11,0.76,9.67,1,76,46,13,79.92,Low,7640
10/11/2024,S2881,Hamza,Data Science,High,Excellent,09:52.4,C104,Present,3.61,0.9,10.64,0,90,50,15,89.61,Low,7641
10/5/2024,S2518,Hamza,Web Development,Medium,Below Average,05:02.4,C102,Present,3.74,0.94,17.92,0,94,49,19,88.27,Medium,7642
10/5/2024,S1434,Hamza,Cybersecurity,Medium,Average,17:51.0,C101,Present,2.31,0.7,6.24,2,70,36,12,44.85,Medium,7643
10/20/2024,S3408,Saad,AI,Low,Average,23:32.1,C101,Present,2.97,0.76,8.67,1,76,46,16,79.4,High,7644
10/3/2024,S1642,Imran,Web Development,High,Above Average,15:55.9,C104,Present,2.55,0.68,6.8,1,68,41,14,59.14,Low,7645
10/7/2024,S1968,Danish,Data Science,High,Excellent,12:49.9,C104,Present,3.96,0.98,16.42,0,98,46,19,100.0,Low,7646
10/3/2024,S168,Taha,Cybersecurity,Medium,Above Average,09:45.3,C102,Present,1.76,0.54,2.55,2,54,40,9,27.59,Low,7647
10/10/2024,S847,Saad,Business Analytics,Low,Below Average,12:10.3,C101,Late,1.22,0.48,1.52,3,48,33,8,23.79,High,7648
10/7/2024,S3042,Iqra,Web Development,High,Excellent,19:11.3,C103,Present,3.59,0.93,19.29,0,93,46,19,80.55,Low,7649
10/1/2024,S2573,Ayaan,Cybersecurity,Low,Below Average,06:11.4,C103,Late,3.78,0.94,10.28,0,94,46,20,90.39,High,7650
10/3/2024,S3782,Usman,Cybersecurity,High,Above Average,09:43.6,C103,Present,2.95,0.89,6.54,0,89,45,12,60.55,Low,7651
10/11/2024,S569,Zara,Cybersecurity,Low,Below Average,07:37.3,C103,Present,1.92,0.44,2.7,4,44,37,9,27.75,High,7652
10/26/2024,S2631,Iqra,Cybersecurity,High,Excellent,23:55.5,C105,Present,3.58,0.95,19.47,0,95,50,18,97.27,Low,7653
10/22/2024,S1904,Mehwish,AI,High,Excellent,03:22.3,C105,Late,3.74,0.91,11.78,0,91,50,18,84.33,Low,7654
10/3/2024,S967,Noor,Web Development,Low,Below Average,10:03.1,C101,Present,1.56,0.41,3.83,3,41,35,10,32.99,High,7655
10/22/2024,S3321,Hassan,Cybersecurity,High,Above Average,14:37.2,C102,Present,2.92,0.76,7.18,1,76,48,16,68.39,Low,7656
10/16/2024,S1155,Saad,AI,Low,Below Average,01:56.2,C105,Present,1.0,0.54,3.21,4,54,34,7,22.24,High,7657
10/1/2024,S1924,Mehwish,Web Development,Low,Above Average,13:52.3,C101,Present,3.96,0.94,10.37,0,94,45,19,84.62,High,7658
10/11/2024,S1052,Hamza,Business Analytics,Low,Below Average,05:18.2,C101,Present,1.16,0.52,3.62,2,52,30,10,29.39,High,7659
10/25/2024,S2037,Imran,Data Science,High,Excellent,00:56.9,C105,Present,3.78,0.96,15.61,0,96,50,16,89.72,Low,7660
10/18/2024,S549,Taha,Data Science,Medium,Average,19:58.6,C104,Late,1.53,0.4,2.78,3,40,33,9,20.09,Medium,7661
10/16/2024,S2444,Areeba,Data Science,High,Excellent,11:19.5,C103,Present,3.64,0.95,16.23,0,95,46,17,98.96,Low,7662
10/8/2024,S2905,Mehwish,Data Science,High,Excellent,12:25.5,C105,Absent,3.53,0.98,14.07,0,98,49,19,86.34,Low,7663
10/4/2024,S1458,Bilal,Web Development,High,Excellent,07:48.3,C102,Present,2.05,0.75,6.26,1,75,44,10,45.71,High,7664
10/22/2024,S3157,Mehwish,AI,High,Excellent,03:22.3,C105,Late,3.64,0.9,11.77,0,90,50,20,97.82,Low,7665
10/20/2024,S1830,Bilal,Business Analytics,High,Excellent,15:26.2,C103,Present,3.8,1.0,13.1,0,100,45,18,83.57,Low,7666
10/14/2024,S3140,Ayaan,Business Analytics,High,Excellent,10:19.3,C105,Present,3.67,0.96,11.87,0,96,46,19,87.3,Low,7667
10/22/2024,S2268,Danish,Data Science,Low,Above Average,11:37.3,C104,Absent,3.74,0.91,11.02,0,91,45,17,92.86,Medium,7668
10/2/2024,S2600,Usman,Data Science,Medium,Above Average,21:47.4,C104,Present,3.95,0.92,19.65,0,92,46,19,93.82,Medium,7669
10/21/2024,S3631,Imran,Data Science,High,Above Average,12:10.5,C104,Present,3.19,0.88,6.11,0,88,44,13,61.52,Low,7670
10/15/2024,S444,Saad,Data Science,Low,Below Average,16:35.3,C104,Present,1.39,0.6,2.38,4,60,37,10,26.67,High,7671
10/3/2024,S1332,Fatima,Cybersecurity,Medium,Average,18:30.5,C105,Absent,2.24,0.72,6.55,2,72,40,11,41.6,Medium,7672
10/10/2024,S878,Hamza,AI,Low,Below Average,11:07.5,C103,Present,0.76,0.43,1.2,2,43,30,9,21.96,High,7673
10/19/2024,S3131,Zara,Web Development,High,Excellent,04:37.2,C101,Absent,3.53,0.95,12.16,0,95,46,19,81.08,Low,7674
10/16/2024,S3677,Areeba,Cybersecurity,High,Above Average,23:40.5,C101,Present,3.05,0.84,6.12,1,84,42,16,73.89,Low,7675
10/9/2024,S653,Areeba,Cybersecurity,Low,Below Average,15:02.6,C103,Present,1.25,0.48,3.89,3,48,36,10,29.9,High,7676
10/20/2024,S750,Hira,Cybersecurity,Low,Below Average,08:44.2,C101,Present,0.59,0.41,1.52,4,41,39,8,26.93,High,7677
10/22/2024,S1819,Taha,Business Analytics,High,Excellent,14:26.5,C103,Present,3.96,0.95,13.56,0,95,50,20,82.22,Low,7678
10/11/2024,S1282,Aleena,Cybersecurity,High,Below Average,06:02.5,C105,Present,2.02,0.72,4.74,2,72,41,10,48.73,Low,7679
10/26/2024,S3756,Aleena,Business Analytics,High,Above Average,13:37.2,C103,Late,3.37,0.87,6.23,1,87,40,15,74.75,Low,7680
10/22/2024,S2687,Zara,AI,High,Excellent,22:29.5,C101,Present,3.57,0.92,19.95,0,92,47,19,83.8,Low,7681
10/17/2024,S093,Imran,AI,Low,Below Average,18:58.5,C104,Present,1.33,0.48,1.98,2,48,30,8,36.57,High,7682
10/9/2024,S441,Hira,Web Development,Low,Below Average,09:02.6,C104,Present,1.0,0.46,1.41,3,46,30,7,30.36,High,7683
10/19/2024,S1846,Zara,Web Development,High,Excellent,04:37.2,C101,Absent,3.75,0.98,14.95,0,98,50,20,82.94,Low,7684
10/9/2024,S362,Hamza,Cybersecurity,High,Average,12:02.2,C105,Present,1.94,0.6,1.69,3,60,40,10,35.38,Medium,7685
10/2/2024,S380,Mehwish,AI,Low,Below Average,10:04.2,C103,Late,1.56,0.56,3.45,2,56,39,7,28.08,High,7686
10/9/2024,S1353,Fatima,Cybersecurity,Medium,Average,21:50.6,C105,Present,2.61,0.66,4.5,2,66,45,11,41.02,Medium,7687
10/7/2024,S3338,Mariam,AI,High,Above Average,04:49.0,C104,Present,3.37,0.84,9.84,0,84,44,13,73.06,Low,7688
10/7/2024,S3938,Ayaan,Data Science,High,Above Average,20:54.4,C105,Present,2.84,0.8,6.06,0,80,47,13,60.66,Low,7689
10/17/2024,S1537,Areeba,Business Analytics,Medium,Average,07:13.3,C101,Present,2.31,0.65,4.77,2,65,41,11,54.66,Medium,7690
10/1/2024,S573,Areeba,Business Analytics,Low,Below Average,14:49.2,C102,Present,1.5,0.53,1.43,3,53,36,7,28.55,High,7691
10/2/2024,S665,Aleena,Web Development,Low,Below Average,18:41.4,C103,Present,0.94,0.51,3.05,2,51,30,8,34.95,High,7692
10/22/2024,S2148,Hira,Web Development,High,Excellent,07:18.8,C104,Present,3.55,0.96,14.31,0,96,47,19,87.67,Low,7693
10/12/2024,S262,Laiba,Business Analytics,Low,Below Average,11:36.3,C103,Present,1.67,0.48,1.75,4,48,40,10,30.14,High,7694
10/7/2024,S1975,Hira,Web Development,High,Excellent,04:47.4,C101,Present,3.61,0.93,11.56,0,93,50,16,89.44,Low,7695
10/6/2024,S2167,Zara,Data Science,Low,Average,12:42.4,C102,Present,3.91,0.93,10.31,0,93,50,17,95.67,High,7696
10/18/2024,S3214,Imran,Cybersecurity,Medium,Excellent,04:39.6,C105,Absent,3.18,0.81,9.34,1,81,45,13,77.71,Medium,7697
10/9/2024,S3737,Aleena,Web Development,High,Above Average,03:08.2,C103,Present,2.81,0.77,7.99,0,77,48,16,71.5,Low,7698
10/1/2024,S3373,Hamza,Web Development,High,Above Average,01:26.2,C105,Late,3.17,0.77,8.0,0,77,42,13,76.28,Low,7699
10/17/2024,S2617,Hira,AI,High,Excellent,08:48.3,C101,Present,3.85,0.93,19.1,0,93,50,16,91.98,Low,7700
10/13/2024,S1081,Hassan,Business Analytics,Low,Below Average,17:56.2,C103,Late,1.99,0.58,1.86,2,58,40,8,35.21,High,7701
10/13/2024,S579,Imran,Business Analytics,Low,Below Average,21:35.5,C104,Present,0.95,0.52,2.62,2,52,38,5,32.99,High,7702
10/17/2024,S076,Zara,Cybersecurity,High,Excellent,18:29.5,C104,Present,0.51,0.48,2.66,4,48,39,5,38.72,Medium,7703
10/6/2024,S3924,Saad,Cybersecurity,High,Above Average,01:50.4,C101,Present,3.12,0.75,6.48,0,75,42,12,75.07,Low,7704
10/17/2024,S1933,Iqra,Cybersecurity,High,Excellent,08:05.4,C103,Present,3.67,0.97,10.35,0,97,49,16,97.96,Low,7705
10/14/2024,S1574,Usman,Business Analytics,Medium,Average,07:36.2,C101,Late,2.03,0.72,6.05,2,72,42,13,54.22,Medium,7706
10/10/2024,S2997,Taha,Data Science,High,Excellent,07:46.5,C103,Present,3.62,0.99,16.09,0,99,48,15,88.5,Low,7707
10/18/2024,S3665,Mariam,Web Development,High,Above Average,21:01.4,C101,Present,2.88,0.88,9.96,0,88,40,15,71.28,Low,7708
10/2/2024,S2454,Hamza,Web Development,Low,Average,09:43.5,C105,Present,3.69,0.96,16.59,0,96,48,17,80.76,High,7709
10/7/2024,S3533,Hassan,AI,High,Above Average,16:42.5,C105,Late,3.08,0.89,9.07,0,89,50,14,63.48,Low,7710
10/10/2024,S505,Imran,Data Science,Low,Below Average,17:16.4,C105,Present,0.91,0.48,3.69,3,48,40,6,22.8,High,7711
10/24/2024,S550,Taha,Business Analytics,Low,Below Average,09:06.1,C104,Present,1.27,0.6,1.49,4,60,36,5,32.21,High,7712
10/8/2024,S1311,Hira,Cybersecurity,Medium,Average,10:33.5,C102,Late,2.66,0.71,4.56,2,71,44,12,49.78,Medium,7713
10/16/2024,S1367,Mehwish,Web Development,High,Above Average,14:00.1,C101,Late,2.72,0.67,5.99,1,67,42,12,59.49,High,7714
10/26/2024,S3975,Aleena,Business Analytics,Medium,Average,13:37.2,C103,Late,3.02,0.81,8.89,0,81,48,16,60.63,High,7715
10/20/2024,S1825,Imran,Cybersecurity,Medium,Above Average,07:20.5,C101,Present,3.78,0.99,16.71,0,99,47,15,93.52,High,7716
10/20/2024,S3425,Ahmed,Web Development,High,Above Average,15:26.3,C105,Late,3.27,0.82,8.77,0,82,40,16,73.52,Low,7717
10/17/2024,S2366,Hira,AI,Medium,Below Average,08:48.3,C101,Present,3.88,0.99,12.21,0,99,47,19,85.55,Medium,7718
10/12/2024,S527,Ayaan,Web Development,Low,Below Average,08:01.5,C101,Present,1.78,0.44,2.22,3,44,40,7,31.76,High,7719
10/13/2024,S2603,Danish,Cybersecurity,High,Excellent,05:23.4,C101,Absent,3.78,0.96,15.45,0,96,46,15,94.24,Low,7720
10/22/2024,S462,Mehwish,Data Science,Low,Below Average,03:54.4,C101,Present,1.88,0.5,3.75,4,50,30,10,28.85,High,7721
10/21/2024,S3270,Noor,AI,High,Above Average,23:47.2,C102,Present,3.0,0.87,9.66,1,87,47,14,70.81,Low,7722
10/19/2024,S438,Mariam,Web Development,Low,Below Average,13:59.2,C104,Late,0.98,0.44,1.65,3,44,32,8,34.02,High,7723
10/8/2024,S1000,Saad,Cybersecurity,Low,Below Average,07:31.6,C103,Present,1.68,0.56,1.7,2,56,35,7,24.7,High,7724
10/19/2024,S802,Aleena,Web Development,Low,Below Average,03:03.3,C105,Late,1.93,0.45,1.05,4,45,39,7,23.14,High,7725
10/5/2024,S1201,Hamza,AI,Low,Excellent,11:22.1,C102,Present,2.22,0.73,4.01,1,73,42,12,50.63,Low,7726
10/8/2024,S1788,Mariam,Web Development,Medium,Average,11:16.3,C101,Late,2.02,0.69,5.57,2,69,38,11,49.05,Medium,7727
10/5/2024,S301,Saad,Business Analytics,Low,Below Average,14:33.4,C102,Present,1.08,0.43,1.54,3,43,30,7,39.94,High,7728
10/16/2024,S2294,Mariam,Data Science,High,Excellent,09:31.3,C101,Late,3.78,0.93,15.58,0,93,45,20,85.33,Low,7729
10/20/2024,S3515,Areeba,Web Development,High,Above Average,18:13.9,C105,Present,3.48,0.9,8.06,1,90,40,12,62.2,Low,7730
10/26/2024,S1299,Usman,Web Development,Medium,Average,19:26.4,C105,Present,2.62,0.75,6.19,1,75,45,14,46.74,Medium,7731
10/10/2024,S888,Mariam,Cybersecurity,Low,Below Average,22:10.6,C103,Present,0.76,0.42,3.04,2,42,34,8,34.1,High,7732
10/10/2024,S3910,Areeba,Data Science,High,Above Average,12:53.2,C102,Present,3.04,0.81,9.31,0,81,41,15,74.58,Low,7733
10/22/2024,S2079,Mehwish,AI,Medium,Average,03:22.3,C105,Late,3.92,0.91,17.99,0,91,49,18,92.05,High,7734
10/7/2024,S324,Iqra,Cybersecurity,Low,Below Average,13:05.5,C102,Present,1.81,0.46,1.02,2,46,40,6,20.54,High,7735
10/7/2024,S1070,Mehwish,Web Development,Low,Below Average,00:44.3,C101,Late,0.88,0.58,1.43,4,58,33,9,23.86,High,7736
10/1/2024,S850,Hassan,AI,Medium,Excellent,05:20.5,C103,Present,1.19,0.59,1.1,2,59,31,10,35.53,Medium,7737
10/6/2024,S3749,Saad,Cybersecurity,High,Above Average,01:50.4,C101,Present,3.04,0.86,7.66,0,86,44,15,65.01,Low,7738
10/15/2024,S276,Mariam,Business Analytics,Low,Below Average,02:36.4,C103,Present,1.76,0.52,3.49,2,52,34,8,39.53,High,7739
10/7/2024,S304,Mehwish,Data Science,Low,Below Average,07:32.1,C102,Late,1.24,0.47,2.42,2,47,38,9,23.14,High,7740
10/17/2024,S1554,Saad,Data Science,Medium,Average,16:19.9,C105,Present,2.78,0.74,5.42,2,74,38,10,48.24,Medium,7741
10/4/2024,S1413,Saad,Web Development,Medium,Average,18:30.5,C101,Late,2.78,0.63,6.08,1,63,40,10,56.59,Medium,7742
10/1/2024,S3025,Areeba,Business Analytics,High,Excellent,07:52.3,C102,Late,3.72,0.91,14.36,0,91,46,18,97.39,Low,7743
10/3/2024,S440,Taha,Cybersecurity,Low,Below Average,09:45.3,C102,Present,0.83,0.56,2.33,3,56,40,8,27.34,High,7744
10/7/2024,S3720,Danish,Cybersecurity,High,Above Average,18:21.2,C104,Present,3.44,0.88,8.7,0,88,48,12,62.53,Low,7745
10/19/2024,S3490,Hassan,Cybersecurity,Medium,Below Average,05:56.4,C101,Late,3.17,0.76,6.42,1,76,42,14,67.58,High,7746
10/19/2024,S3916,Areeba,Web Development,High,Above Average,17:38.2,C101,Present,3.04,0.79,6.55,1,79,42,15,76.39,Low,7747
10/12/2024,S2605,Mariam,Business Analytics,Medium,Below Average,16:34.3,C103,Present,3.84,0.99,16.41,0,99,49,15,84.13,Medium,7748
10/1/2024,S1102,Bilal,AI,Medium,Above Average,01:06.2,C102,Present,0.99,0.51,1.37,2,51,36,7,21.48,Low,7749
10/5/2024,S3853,Ayaan,AI,High,Above Average,02:24.4,C105,Late,3.37,0.83,6.46,1,83,48,12,75.21,Low,7750
10/21/2024,S930,Fatima,Cybersecurity,Low,Below Average,20:24.6,C102,Present,0.66,0.45,3.18,4,45,34,6,31.73,High,7751
10/5/2024,S1119,Aleena,Web Development,Low,Below Average,16:49.4,C101,Present,1.34,0.53,1.25,3,53,30,9,20.72,High,7752
10/23/2024,S1217,Hamza,Web Development,Medium,Average,06:38.3,C105,Present,2.62,0.68,4.93,1,68,44,11,51.69,Medium,7753
10/22/2024,S2672,Mehwish,AI,High,Excellent,03:22.3,C105,Late,3.9,0.91,17.17,0,91,50,20,86.89,Low,7754
10/7/2024,S2017,Zara,Data Science,High,Excellent,19:19.2,C102,Late,3.61,0.98,19.03,0,98,45,17,97.6,Low,7755
10/18/2024,S2694,Areeba,Business Analytics,High,Excellent,17:13.4,C101,Present,3.8,0.93,18.67,0,93,48,19,97.54,Low,7756
10/6/2024,S632,Danish,Cybersecurity,Low,Below Average,02:45.4,C105,Late,0.72,0.56,1.31,4,56,40,7,25.63,High,7757
10/24/2024,S2922,Saad,Cybersecurity,Low,Average,09:35.0,C101,Present,3.8,0.99,11.59,0,99,47,15,89.29,Medium,7758
10/8/2024,S795,Aleena,AI,Low,Below Average,07:08.5,C104,Late,1.17,0.47,2.55,2,47,32,5,25.3,High,7759
10/16/2024,S1651,Ahmed,Web Development,Medium,Average,10:53.1,C101,Absent,2.79,0.73,4.41,1,73,37,12,49.13,Medium,7760
10/19/2024,S514,Aleena,Data Science,Low,Below Average,11:15.5,C101,Present,0.69,0.52,3.47,2,52,35,9,34.42,High,7761
10/15/2024,S606,Hassan,Data Science,Low,Below Average,03:35.3,C101,Present,0.81,0.53,1.28,2,53,33,8,38.76,High,7762
10/10/2024,S2308,Mehwish,Cybersecurity,Low,Average,06:39.4,C103,Late,3.56,0.91,11.68,0,91,50,17,81.32,High,7763
10/25/2024,S3294,Noor,Data Science,High,Above Average,03:03.3,C105,Late,3.06,0.89,9.57,0,89,48,14,72.16,Low,7764
10/14/2024,S2546,Ayaan,AI,High,Excellent,20:34.6,C104,Late,3.67,0.96,10.31,0,96,48,17,93.66,Low,7765
10/9/2024,S3986,Danish,Cybersecurity,Low,Below Average,12:39.3,C105,Present,2.98,0.75,8.46,0,75,47,16,70.09,Medium,7766
10/26/2024,S739,Mariam,Business Analytics,Low,Below Average,10:43.6,C103,Late,1.93,0.42,3.84,2,42,35,9,29.16,High,7767
10/22/2024,S1527,Hira,AI,Medium,Average,16:18.5,C103,Present,2.25,0.69,4.76,1,69,41,11,43.26,Medium,7768
10/25/2024,S1853,Usman,Cybersecurity,Medium,Below Average,12:13.6,C102,Absent,3.57,0.99,14.88,0,99,50,15,98.57,Medium,7769
10/5/2024,S2330,Saad,Cybersecurity,High,Excellent,10:25.4,C103,Late,3.99,0.95,13.39,0,95,45,20,91.09,Low,7770
10/21/2024,S3451,Bilal,AI,High,Above Average,13:54.5,C104,Present,2.98,0.82,9.2,1,82,48,15,74.65,Low,7771
10/14/2024,S673,Danish,Cybersecurity,High,Above Average,12:23.1,C102,Present,0.95,0.58,2.24,2,58,36,8,36.48,Medium,7772
10/11/2024,S320,Aleena,Web Development,Low,Below Average,08:29.4,C105,Present,1.14,0.48,1.31,4,48,32,9,27.1,High,7773
10/3/2024,S2822,Areeba,AI,High,Excellent,19:33.3,C102,Present,3.83,0.98,19.75,0,98,49,17,83.44,Low,7774
10/6/2024,S2146,Iqra,Cybersecurity,High,Excellent,05:42.2,C103,Present,3.7,0.98,18.69,0,98,49,20,98.01,Low,7775
10/8/2024,S1400,Hira,Cybersecurity,Low,Above Average,10:33.5,C102,Late,2.67,0.64,4.44,2,64,35,13,41.01,High,7776
10/16/2024,S3313,Mariam,Web Development,Low,Average,16:11.3,C101,Late,3.17,0.84,9.68,1,84,45,14,73.04,High,7777
10/17/2024,S3598,Areeba,Cybersecurity,Low,Excellent,19:24.2,C104,Present,3.15,0.81,6.08,1,81,49,16,75.02,Medium,7778
10/4/2024,S3437,Zara,Business Analytics,High,Above Average,02:24.4,C102,Present,3.02,0.88,7.12,0,88,43,16,76.55,Low,7779
10/13/2024,S3882,Mariam,Business Analytics,High,Above Average,05:10.2,C102,Present,3.17,0.78,6.01,1,78,40,14,77.64,Low,7780
10/4/2024,S2435,Saad,Data Science,High,Excellent,07:40.3,C103,Absent,3.98,0.96,11.36,0,96,50,19,83.41,Low,7781
10/7/2024,S1680,Danish,Web Development,Medium,Average,05:40.7,C101,Present,2.56,0.64,4.64,2,64,37,11,42.11,Medium,7782
10/25/2024,S1912,Imran,Data Science,High,Excellent,00:56.9,C105,Present,3.73,0.99,10.28,0,99,47,15,98.59,Low,7783
10/22/2024,S636,Fatima,AI,Low,Below Average,05:52.5,C102,Present,0.93,0.46,2.74,4,46,39,10,27.6,High,7784
10/23/2024,S2927,Hamza,Business Analytics,High,Excellent,08:39.2,C101,Absent,3.78,0.94,13.86,0,94,47,17,94.0,Low,7785
10/23/2024,S2403,Hira,Data Science,Medium,Above Average,11:28.5,C105,Late,3.6,0.93,19.21,0,93,45,17,86.16,Medium,7786
10/22/2024,S3848,Danish,Data Science,Low,Below Average,18:56.8,C101,Present,3.16,0.85,8.57,0,85,43,15,69.33,Medium,7787
10/11/2024,S718,Zara,Business Analytics,Low,Below Average,12:28.2,C104,Present,1.05,0.44,3.19,4,44,36,9,32.44,High,7788
10/22/2024,S1930,Laiba,Business Analytics,High,Excellent,04:36.5,C104,Present,3.98,0.95,14.67,0,95,48,20,92.58,Low,7789
10/3/2024,S3942,Hira,Cybersecurity,High,Above Average,08:41.2,C105,Present,3.27,0.89,9.15,0,89,46,12,75.8,Low,7790
10/23/2024,S2723,Imran,Web Development,High,Excellent,01:41.1,C103,Present,3.88,0.93,12.3,0,93,48,17,97.38,Low,7791
10/7/2024,S1878,Iqra,Business Analytics,High,Excellent,13:53.6,C102,Present,3.88,0.9,14.7,0,90,48,19,95.22,Low,7792
10/13/2024,S2438,Aleena,AI,High,Excellent,17:29.4,C101,Late,3.81,1.0,10.68,0,100,47,16,82.36,Low,7793
10/22/2024,S426,Mehwish,Data Science,Low,Below Average,03:54.4,C101,Present,1.23,0.56,1.4,2,56,40,8,34.29,High,7794
10/25/2024,S2214,Imran,Web Development,High,Excellent,18:01.2,C104,Present,3.63,0.91,15.37,0,91,49,19,92.6,Low,7795
10/24/2024,S1452,Mehwish,Data Science,Medium,Average,14:27.5,C104,Late,2.7,0.65,4.16,1,65,44,12,46.11,Medium,7796
10/1/2024,S3801,Danish,Business Analytics,High,Above Average,17:08.4,C102,Present,3.32,0.82,6.84,1,82,43,14,64.35,Low,7797
10/2/2024,S2880,Hira,AI,High,Excellent,04:19.2,C105,Present,3.96,0.91,17.3,0,91,46,15,88.36,Low,7798
10/13/2024,S2145,Iqra,Web Development,High,Excellent,22:33.9,C101,Late,3.74,0.92,13.93,0,92,47,16,94.81,Low,7799
10/8/2024,S3404,Ahmed,Web Development,High,Above Average,11:52.2,C103,Absent,2.86,0.88,8.48,1,88,44,13,61.07,Low,7800
10/21/2024,S1096,Fatima,AI,Low,Below Average,21:54.3,C104,Late,1.18,0.57,3.33,2,57,31,8,27.24,High,7801
10/25/2024,S2701,Taha,Business Analytics,High,Excellent,22:54.4,C101,Present,3.75,0.98,13.92,0,98,45,20,82.81,Low,7802
10/26/2024,S281,Zara,Web Development,High,Average,05:15.4,C101,Present,1.2,0.51,3.9,3,51,32,9,36.83,Medium,7803
10/10/2024,S1090,Areeba,Cybersecurity,Low,Below Average,14:10.5,C104,Late,0.98,0.42,3.47,2,42,40,5,23.46,High,7804
10/13/2024,S3285,Hassan,Web Development,High,Above Average,17:28.7,C103,Present,3.09,0.79,7.8,1,79,47,12,75.28,Low,7805
10/9/2024,S1163,Ayaan,Web Development,Low,Below Average,07:20.5,C105,Present,0.53,0.49,1.15,2,49,40,5,30.37,High,7806
10/2/2024,S659,Hamza,Cybersecurity,Low,Below Average,15:14.2,C103,Present,0.93,0.57,1.43,3,57,39,8,24.19,High,7807
10/2/2024,S3563,Aleena,Web Development,High,Above Average,03:49.1,C105,Absent,2.89,0.86,6.75,1,86,42,16,75.12,Low,7808
10/2/2024,S702,Mehwish,AI,Medium,Average,10:04.2,C103,Late,1.33,0.5,1.77,4,50,38,5,33.0,Medium,7809
10/24/2024,S1043,Mehwish,Business Analytics,Low,Below Average,07:52.4,C102,Present,1.96,0.6,2.9,4,60,35,7,36.13,High,7810
