date,student_id,Name,preferred_course,course_demand,predicted_performance,timestamp,course_id,attendance_status,gpa,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk
10/15/2024,S2813,Hassan,Cybersecurity,High,Excellent,19:14.4,C104,Present,3.83,0.99,12.84,0,99,47,18,81.9,Low
10/25/2024,S2531,Aleena,Data Science,High,Excellent,00:09.4,C103,Present,3.65,0.92,12.11,0,92,45,18,83.04,Low
10/16/2024,S656,Danish,AI,Low,Below Average,12:49.3,C102,Late,1.4,0.43,2.91,2,43,34,5,20.3,High
10/2/2024,S1910,Danish,Cybersecurity,High,Excellent,17:05.4,C101,Present,3.66,0.98,14.66,0,98,48,15,87.85,Low
10/18/2024,S1746,Fatima,Business Analytics,Medium,Average,00:45.3,C104,Late,2.44,0.62,5.65,1,62,40,12,42.08,Medium
10/10/2024,S2416,Laiba,Web Development,High,Excellent,20:18.1,C102,Present,3.65,0.9,11.83,0,90,48,15,86.76,Low
10/25/2024,S2214,Imran,Web Development,Low,Average,18:01.2,C104,Present,3.63,0.91,15.37,0,91,49,19,92.6,Low
10/11/2024,S412,Danish,Web Development,Low,Below Average,21:19.6,C101,Present,0.56,0.57,1.54,3,57,32,10,36.85,Low
10/26/2024,S979,Laiba,AI,Low,Below Average,14:49.3,C104,Present,1.9,0.46,2.28,3,46,30,8,31.85,High
10/11/2024,S1172,Danish,Web Development,Low,Below Average,21:19.6,C101,Present,1.56,0.57,1.71,3,57,36,9,34.93,High
10/1/2024,S1432,Imran,AI,Medium,Average,22:31.2,C104,Present,2.18,0.68,5.52,2,68,40,13,57.01,Medium
10/16/2024,S1075,Aleena,AI,Low,Below Average,05:53.6,C105,Present,0.74,0.49,3.55,4,49,31,7,36.48,High
10/17/2024,S1023,Zara,Cybersecurity,Low,Below Average,18:29.5,C104,Present,0.81,0.49,1.14,2,49,35,5,22.28,High
10/20/2024,S3227,Zara,Cybersecurity,High,Above Average,03:18.2,C101,Present,3.24,0.84,6.93,1,84,40,15,72.67,Low
10/11/2024,S721,Saad,Web Development,Low,Below Average,18:13.4,C101,Present,1.72,0.6,2.76,3,60,37,9,34.62,Low
10/10/2024,S153,Saad,Web Development,Low,Below Average,10:21.6,C104,Late,0.99,0.42,3.02,3,42,30,9,39.04,High
10/24/2024,S949,Taha,Cybersecurity,Low,Below Average,03:53.8,C102,Present,1.42,0.52,1.79,3,52,33,10,33.59,High
10/1/2024,S2358,Hamza,Web Development,High,Excellent,07:51.5,C102,Present,3.89,0.98,12.85,0,98,45,19,83.22,Low
10/23/2024,S1831,Areeba,AI,High,Excellent,20:32.4,C103,Present,3.75,0.91,12.5,0,91,48,19,89.92,Medium
10/11/2024,S103,Aleena,Web Development,Low,Below Average,08:29.4,C105,Present,1.91,0.47,3.64,3,47,35,8,36.68,High
10/23/2024,S3456,Zara,Cybersecurity,High,Above Average,04:24.5,C101,Present,3.45,0.82,9.56,1,82,44,16,62.19,Low
10/19/2024,S732,Bilal,AI,Low,Below Average,10:58.3,C101,Late,1.77,0.57,2.42,4,57,39,6,37.5,High
10/12/2024,S240,Ayaan,Web Development,Low,Below Average,08:01.5,C101,Present,1.93,0.59,2.45,3,59,38,5,36.52,Low
10/19/2024,S3352,Ahmed,Business Analytics,High,Above Average,14:07.3,C104,Present,3.41,0.82,6.01,0,82,45,16,69.19,Low
10/7/2024,S2974,Danish,Data Science,Low,Average,02:29.1,C102,Present,3.54,0.91,11.97,0,91,45,17,91.73,Low
10/25/2024,S1728,Aleena,Web Development,Medium,Average,22:58.2,C101,Present,2.71,0.63,5.26,1,63,39,12,52.17,Medium
10/2/2024,S2094,Hamza,AI,High,Excellent,10:12.3,C104,Present,3.8,0.91,14.82,0,91,47,18,94.09,Low
10/12/2024,S2841,Mehwish,Cybersecurity,High,Excellent,16:03.5,C104,Present,3.56,0.99,18.23,0,99,50,15,98.45,Medium
10/16/2024,S858,Hira,AI,Low,Below Average,05:13.5,C102,Absent,1.68,0.44,2.06,3,44,36,5,33.73,High
10/21/2024,S1158,Bilal,AI,Low,Below Average,15:08.4,C104,Present,1.25,0.44,3.21,4,44,30,9,38.17,High
10/16/2024,S863,Aleena,AI,Low,Below Average,05:53.6,C105,Present,1.98,0.41,2.02,3,41,31,7,23.05,High
10/15/2024,S2520,Ahmed,Web Development,Low,Average,05:24.5,C101,Late,3.79,0.91,16.05,0,91,47,19,91.42,Low
10/9/2024,S2848,Fatima,AI,Low,Below Average,01:27.3,C103,Present,3.61,0.91,19.05,0,91,50,20,82.48,Low
10/9/2024,S2726,Iqra,Business Analytics,High,Excellent,18:52.1,C103,Present,3.57,0.99,14.52,0,99,46,16,95.75,Low
10/13/2024,S3793,Hamza,Web Development,High,Above Average,07:16.1,C102,Present,3.36,0.88,8.62,0,88,43,13,62.32,Low
10/23/2024,S756,Aleena,Business Analytics,Low,Below Average,01:13.7,C102,Present,1.36,0.47,1.02,3,47,39,5,29.79,High
10/2/2024,S333,Mariam,Web Development,Low,Below Average,18:53.5,C105,Present,0.55,0.42,2.06,2,42,40,6,29.31,High
10/5/2024,S745,Hassan,AI,Low,Below Average,20:01.8,C102,Absent,1.84,0.41,1.86,4,41,35,5,28.61,Low
10/25/2024,S3289,Ahmed,Cybersecurity,High,Above Average,07:38.6,C105,Present,3.3,0.86,9.99,1,86,45,13,61.49,Low
10/15/2024,S2644,Bilal,Business Analytics,High,Excellent,02:26.4,C102,Present,3.83,0.93,10.45,0,93,49,15,96.91,Low
10/7/2024,S2275,Zara,Data Science,High,Below Average,19:19.2,C102,Late,3.99,0.97,17.58,0,97,46,17,94.49,Low
10/14/2024,S3632,Noor,AI,High,Above Average,02:04.5,C104,Late,3.08,0.81,7.13,0,81,47,12,76.14,Low
10/17/2024,S3803,Mariam,Data Science,Low,Below Average,01:15.3,C101,Late,2.94,0.88,7.59,0,88,50,16,78.24,Low
10/4/2024,S3780,Hira,Web Development,Low,Below Average,18:37.2,C103,Present,3.33,0.78,9.66,0,78,47,15,78.89,Low
10/26/2024,S3129,Mehwish,Cybersecurity,Low,Below Average,03:28.6,C104,Absent,3.72,0.94,19.94,0,94,46,17,88.37,Low
10/22/2024,S2084,Bilal,Business Analytics,Low,Below Average,21:54.4,C103,Present,3.64,0.94,10.86,0,94,47,15,99.08,Low
10/12/2024,S2703,Mehwish,Cybersecurity,Low,Below Average,16:03.5,C104,Present,3.65,0.98,18.79,0,98,50,16,89.42,Medium
10/18/2024,S3963,Usman,Data Science,High,Above Average,22:28.3,C104,Present,3.08,0.75,7.61,1,75,42,12,60.52,Low
10/15/2024,S908,Hassan,Cybersecurity,Low,Below Average,11:03.5,C103,Present,0.68,0.53,2.74,2,53,33,6,29.08,High
10/6/2024,S2284,Taha,Web Development,High,Excellent,05:37.3,C103,Present,3.56,0.91,14.23,0,91,47,17,89.32,Low
10/1/2024,S1164,Hassan,AI,Low,Below Average,05:20.5,C103,Present,1.19,0.57,2.63,4,57,36,7,39.22,High
10/23/2024,S2184,Saad,Data Science,Low,Average,23:34.1,C101,Absent,3.92,0.98,17.5,0,98,47,20,98.12,Low
10/22/2024,S3723,Hassan,Cybersecurity,High,Above Average,14:37.2,C102,Present,2.96,0.86,7.93,0,86,42,14,73.86,Low
10/25/2024,S2212,Areeba,Business Analytics,Low,Average,08:10.5,C103,Present,3.74,0.91,18.22,0,91,46,17,91.1,Low
10/7/2024,S2068,Iqra,Web Development,High,Excellent,19:11.3,C103,Present,3.85,0.91,11.93,0,91,47,18,98.37,Low
10/1/2024,S555,Mariam,Web Development,Low,Below Average,14:04.3,C103,Present,1.21,0.48,3.55,4,48,33,10,27.64,High
10/25/2024,S3026,Hira,Cybersecurity,High,Average,10:34.6,C102,Present,3.8,0.97,19.83,0,97,48,17,93.84,Low
10/5/2024,S3610,Ayaan,AI,High,Above Average,02:24.4,C105,Late,3.39,0.87,6.01,1,87,40,15,68.67,Low
10/11/2024,S832,Mehwish,Cybersecurity,Low,Below Average,22:21.5,C105,Late,1.37,0.55,1.59,2,55,39,7,24.13,High
10/6/2024,S3432,Saad,Cybersecurity,High,Above Average,01:50.4,C101,Present,3.16,0.76,7.51,1,76,43,16,66.8,Low
10/4/2024,S3202,Aleena,AI,High,Above Average,18:38.3,C103,Present,3.47,0.87,6.37,0,87,49,12,75.53,Low
10/8/2024,S2091,Laiba,Data Science,Low,Below Average,02:35.4,C104,Present,3.55,0.91,18.03,0,91,45,19,99.19,Low
10/22/2024,S1755,Bilal,AI,Medium,Average,12:28.3,C104,Absent,2.56,0.74,6.38,2,74,39,14,47.97,Medium
10/15/2024,S812,Saad,AI,Low,Below Average,13:00.4,C102,Late,1.23,0.51,3.53,2,51,39,10,29.93,High
10/2/2024,S889,Mehwish,AI,Low,Below Average,10:04.2,C103,Late,0.89,0.58,2.76,4,58,37,9,22.11,High
10/22/2024,S2464,Zara,AI,Low,Below Average,13:36.4,C104,Present,3.54,0.91,11.47,0,91,49,16,82.95,Medium
10/16/2024,S2989,Mariam,Cybersecurity,High,Excellent,07:00.0,C102,Present,3.68,0.98,19.52,0,98,49,20,85.97,Low
10/16/2024,S1660,Ahmed,Web Development,Medium,Average,10:53.1,C101,Absent,2.24,0.64,5.78,1,64,43,13,47.34,Medium
10/7/2024,S2510,Taha,Web Development,Low,Below Average,11:40.4,C103,Absent,3.8,0.92,17.9,0,92,45,19,81.74,Low
10/1/2024,S1234,Usman,Web Development,Medium,Average,08:41.5,C102,Present,2.49,0.73,5.95,1,73,41,14,51.02,Medium
10/13/2024,S3874,Hassan,Web Development,High,Above Average,17:28.7,C103,Present,3.43,0.78,7.01,1,78,48,12,73.42,Low
10/7/2024,S1449,Usman,Cybersecurity,Medium,Average,00:03.5,C104,Present,2.47,0.62,5.43,2,62,38,10,41.7,Medium
10/10/2024,S2874,Noor,Cybersecurity,High,Excellent,16:56.5,C103,Present,3.54,0.95,10.26,0,95,45,20,97.91,Low
10/8/2024,S1966,Mariam,AI,High,Excellent,07:56.1,C102,Late,3.72,0.93,10.78,0,93,46,20,87.94,Low
10/22/2024,S694,Danish,Business Analytics,Low,Below Average,17:39.3,C104,Late,0.59,0.54,3.2,4,54,36,6,20.62,Low
10/17/2024,S1058,Hassan,Cybersecurity,Low,Below Average,04:01.5,C103,Present,1.44,0.44,3.68,4,44,32,10,36.95,High
10/21/2024,S1799,Saad,Cybersecurity,Medium,Average,19:18.1,C104,Present,2.69,0.62,4.86,2,62,36,11,51.61,Medium
10/22/2024,S1028,Laiba,Cybersecurity,Low,Below Average,23:02.3,C102,Present,1.14,0.6,2.63,4,60,37,6,26.73,High
10/17/2024,S1537,Areeba,Business Analytics,Medium,Average,07:13.3,C101,Present,2.31,0.65,4.77,2,65,41,11,54.66,Medium
10/4/2024,S3433,Hamza,AI,High,Above Average,05:11.1,C102,Late,3.04,0.82,8.05,0,82,50,13,74.96,Low
10/5/2024,S1703,Noor,Business Analytics,Medium,Average,15:25.4,C103,Present,2.45,0.74,4.67,2,74,41,14,48.37,Medium
10/13/2024,S2336,Fatima,Business Analytics,High,Excellent,11:12.4,C103,Late,3.81,0.93,16.62,0,93,46,15,80.3,Low
10/8/2024,S347,Taha,Business Analytics,Low,Below Average,22:26.1,C101,Present,1.98,0.6,1.9,2,60,37,10,25.92,High
10/21/2024,S924,Bilal,AI,Low,Below Average,15:08.4,C104,Present,1.29,0.59,2.88,3,59,31,5,38.07,High
10/1/2024,S3260,Danish,Business Analytics,Low,Below Average,17:08.4,C102,Present,2.82,0.8,9.03,0,80,46,14,61.82,Low
10/13/2024,S1188,Mariam,Data Science,Low,Below Average,06:42.3,C105,Present,1.46,0.49,2.05,2,49,33,7,34.68,High
10/17/2024,S843,Hassan,Data Science,Low,Below Average,19:36.4,C104,Present,0.82,0.45,3.55,4,45,38,9,39.72,High
10/8/2024,S3279,Imran,Data Science,Low,Below Average,16:21.5,C101,Present,2.98,0.76,9.13,1,76,49,16,66.32,Low
10/4/2024,S3777,Hamza,Web Development,Low,Below Average,02:04.3,C101,Present,3.25,0.85,7.16,0,85,42,12,76.48,Low
10/2/2024,S2728,Usman,Data Science,High,Excellent,21:47.4,C104,Present,3.9,0.99,16.01,0,99,45,18,83.49,Low
10/2/2024,S2828,Bilal,Web Development,High,Excellent,16:04.2,C102,Present,3.57,0.91,18.21,0,91,47,20,89.61,Low
10/26/2024,S1421,Fatima,Business Analytics,Medium,Average,10:01.3,C103,Late,2.55,0.64,6.22,2,64,39,13,50.5,Medium
10/3/2024,S1925,Zara,Business Analytics,High,Below Average,04:33.5,C103,Absent,3.69,0.97,18.72,0,97,48,18,95.1,Medium
10/9/2024,S179,Hira,Web Development,Low,Below Average,09:02.6,C104,Present,1.36,0.46,2.53,2,46,30,8,39.2,High
10/3/2024,S2277,Laiba,Web Development,High,Excellent,21:37.6,C105,Present,3.54,0.96,13.32,0,96,48,18,93.19,Low
10/1/2024,S3186,Danish,Web Development,Low,Below Average,17:29.4,C101,Present,3.76,0.96,19.85,0,96,47,17,82.17,Low
10/16/2024,S813,Aleena,Web Development,Low,Below Average,19:46.5,C105,Late,0.9,0.53,1.39,2,53,31,10,23.12,Low
10/7/2024,S1878,Iqra,Business Analytics,High,Excellent,13:53.6,C102,Present,3.88,0.9,14.7,0,90,48,19,95.22,Low
10/1/2024,S1337,Usman,Web Development,Medium,Average,08:41.5,C102,Present,2.54,0.63,5.84,2,63,35,14,47.35,Low
10/19/2024,S3159,Bilal,Data Science,High,Excellent,10:14.3,C101,Present,3.88,0.99,16.0,0,99,47,17,95.95,Low
10/20/2024,S3108,Laiba,Business Analytics,Low,Average,16:33.2,C101,Late,3.67,0.93,12.62,0,93,47,18,97.58,Low
10/16/2024,S1558,Ahmed,Web Development,Medium,Average,10:53.1,C101,Absent,2.66,0.65,4.92,1,65,36,11,42.42,Medium
10/14/2024,S2802,Aleena,Web Development,High,Excellent,15:07.2,C101,Present,3.87,0.95,18.27,0,95,49,17,96.92,Low
10/23/2024,S2177,Usman,Cybersecurity,High,Excellent,10:35.2,C104,Late,3.98,0.93,14.27,0,93,49,18,83.17,Low
10/6/2024,S1813,Zara,Data Science,High,Excellent,12:42.4,C102,Present,3.57,0.96,19.96,0,96,47,17,91.31,Low
10/13/2024,S174,Mariam,Data Science,Low,Below Average,06:42.3,C105,Present,1.91,0.48,2.67,2,48,33,6,28.97,High
10/9/2024,S2355,Iqra,Business Analytics,High,Excellent,05:45.8,C105,Absent,3.96,0.95,11.8,0,95,45,15,83.06,Low
10/15/2024,S3058,Ahmed,Web Development,High,Below Average,05:24.5,C101,Late,3.84,0.96,19.72,0,96,48,15,86.22,Low
10/16/2024,S332,Mehwish,Business Analytics,Low,Below Average,06:05.2,C103,Present,0.95,0.43,2.11,4,43,38,9,24.72,Low
10/14/2024,S1362,Usman,Cybersecurity,Medium,Average,01:31.2,C102,Absent,2.37,0.71,5.45,2,71,40,12,53.46,Medium
10/26/2024,S431,Mariam,Business Analytics,Low,Below Average,10:43.6,C103,Late,1.89,0.55,2.83,2,55,32,5,20.34,High
10/4/2024,S3653,Hira,Web Development,Low,Below Average,18:37.2,C103,Present,2.91,0.88,9.58,0,88,43,14,60.8,Medium
10/1/2024,S2010,Areeba,Web Development,High,Excellent,19:29.5,C102,Late,3.82,0.94,10.31,0,94,50,16,85.76,Low
10/2/2024,S1105,Iqra,Web Development,Low,Below Average,04:46.3,C101,Present,1.6,0.59,1.81,2,59,37,7,35.6,High
10/14/2024,S2563,Ahmed,Data Science,High,Excellent,10:40.5,C105,Present,3.67,0.96,11.47,0,96,49,18,97.92,Low
10/4/2024,S480,Hira,Web Development,Low,Below Average,10:55.3,C105,Late,1.29,0.52,3.21,4,52,34,10,23.6,High
10/19/2024,S1279,Mariam,Data Science,Medium,Average,06:17.4,C105,Present,2.11,0.66,4.56,2,66,38,10,57.72,Medium
10/10/2024,S2604,Zara,Cybersecurity,High,Excellent,22:21.1,C105,Present,3.52,0.97,12.98,0,97,49,16,99.81,Low
10/13/2024,S747,Noor,Cybersecurity,Low,Below Average,02:05.1,C103,Present,0.81,0.57,1.82,4,57,39,7,37.66,Low
10/15/2024,S1770,Fatima,Business Analytics,Medium,Average,23:11.9,C103,Late,2.23,0.73,5.56,2,73,42,11,55.87,Medium
10/20/2024,S3555,Ahmed,Web Development,High,Below Average,15:26.3,C105,Late,3.16,0.88,8.42,0,88,48,13,73.94,Low
10/2/2024,S2338,Hamza,AI,High,Excellent,10:12.3,C104,Present,3.77,0.95,14.05,0,95,48,15,87.61,Medium
10/3/2024,S3752,Hira,Cybersecurity,High,Above Average,08:41.2,C105,Present,2.95,0.83,6.83,1,83,46,14,68.92,Low
10/22/2024,S1941,Ahmed,AI,High,Excellent,21:28.1,C103,Late,3.7,0.99,11.02,0,99,48,15,95.26,Low
10/11/2024,S1796,Saad,Cybersecurity,Medium,Average,19:35.4,C101,Present,2.41,0.74,6.62,2,74,43,13,54.87,Low
10/3/2024,S325,Zara,Data Science,Low,Below Average,01:11.2,C101,Present,1.99,0.52,3.66,2,52,32,9,24.48,High
10/15/2024,S1269,Mariam,Cybersecurity,Medium,Average,13:51.5,C105,Present,2.27,0.68,5.48,1,68,41,11,55.41,Medium
10/23/2024,S469,Laiba,AI,Low,Below Average,14:01.1,C102,Late,1.39,0.44,1.12,2,44,37,10,27.98,Medium
10/20/2024,S562,Laiba,Web Development,Low,Below Average,04:54.1,C102,Absent,0.89,0.59,2.81,3,59,32,9,30.78,High
10/26/2024,S2631,Iqra,Cybersecurity,High,Excellent,23:55.5,C105,Present,3.58,0.95,19.47,0,95,50,18,97.27,Low
10/18/2024,S2351,Aleena,Business Analytics,High,Excellent,14:49.3,C105,Present,3.96,0.97,13.32,0,97,50,19,94.91,Low
10/22/2024,S2079,Mehwish,AI,Low,Below Average,03:22.3,C105,Late,3.92,0.91,17.99,0,91,49,18,92.05,Low
10/25/2024,S3785,Iqra,Web Development,High,Above Average,01:18.9,C101,Late,3.5,0.86,8.35,0,86,50,13,69.06,Low
10/14/2024,S2971,Aleena,Web Development,High,Excellent,15:07.2,C101,Present,3.6,0.99,11.38,0,99,49,17,84.96,Low
10/7/2024,S2347,Danish,Data Science,High,Excellent,02:29.1,C102,Present,3.79,0.94,14.22,0,94,46,19,99.5,Medium
10/23/2024,S062,Laiba,AI,Low,Below Average,14:01.1,C102,Late,0.65,0.44,3.22,3,44,30,10,24.79,Low
10/18/2024,S2804,Mehwish,Web Development,High,Excellent,17:23.2,C104,Late,3.78,0.93,13.74,0,93,47,16,84.09,Low
10/24/2024,S1898,Iqra,Data Science,High,Excellent,04:43.4,C104,Present,3.76,0.99,12.85,0,99,45,19,95.89,Low
10/14/2024,S2877,Hassan,Cybersecurity,High,Excellent,07:00.2,C102,Late,3.63,0.9,18.23,0,90,48,19,89.36,Low
10/12/2024,S255,Laiba,Business Analytics,Low,Below Average,11:36.3,C103,Present,0.52,0.58,3.76,3,58,34,9,28.55,High
10/3/2024,S3782,Usman,Cybersecurity,High,Above Average,09:43.6,C103,Present,2.95,0.89,6.54,0,89,45,12,60.55,Low
10/9/2024,S1095,Hira,Web Development,Low,Below Average,09:02.6,C104,Present,1.61,0.5,2.48,3,50,34,8,31.49,High
10/24/2024,S1062,Areeba,Data Science,Low,Below Average,04:48.7,C105,Present,1.65,0.56,3.25,2,56,36,9,35.12,High
10/18/2024,S916,Danish,AI,Low,Below Average,11:05.2,C104,Present,1.74,0.54,3.42,2,54,33,5,36.93,Low
10/5/2024,S1042,Hira,Data Science,Low,Below Average,03:02.3,C105,Present,1.86,0.59,3.41,4,59,32,7,37.52,Low
10/19/2024,S2567,Zara,Web Development,High,Excellent,20:52.2,C103,Present,3.78,0.97,14.7,0,97,46,16,92.32,Low
10/24/2024,S068,Saad,Data Science,Low,Below Average,03:38.2,C104,Late,1.93,0.59,3.71,4,59,31,6,24.44,High
10/5/2024,S1872,Hamza,Web Development,High,Excellent,05:02.4,C102,Present,3.64,0.98,15.59,0,98,45,17,98.89,Low
10/1/2024,S2789,Areeba,Business Analytics,High,Excellent,07:52.3,C102,Late,3.61,0.97,14.75,0,97,50,18,95.68,Low
10/10/2024,S222,Mehwish,Web Development,Low,Below Average,06:43.2,C103,Present,1.61,0.45,3.89,2,45,31,5,34.18,High
10/18/2024,S1963,Areeba,Business Analytics,Low,Average,17:13.4,C101,Present,3.97,0.95,12.66,0,95,47,18,88.91,Low
10/16/2024,S2409,Areeba,Data Science,High,Excellent,11:19.5,C103,Present,3.97,0.98,17.63,0,98,45,20,86.16,Low
10/1/2024,S2878,Ahmed,Business Analytics,High,Excellent,01:20.5,C105,Present,3.97,0.94,16.86,0,94,49,19,99.92,Low
10/7/2024,S3174,Ahmed,Web Development,High,Excellent,20:48.6,C104,Present,3.78,0.98,15.76,0,98,46,18,95.67,Low
10/13/2024,S089,Noor,Cybersecurity,Low,Below Average,02:05.1,C103,Present,1.04,0.43,1.7,4,43,39,8,21.36,Low
10/25/2024,S1808,Aleena,Data Science,High,Below Average,00:09.4,C103,Present,3.66,0.93,13.4,0,93,47,15,87.93,Low
10/6/2024,S1676,Hamza,AI,Medium,Average,21:42.6,C104,Present,2.73,0.66,4.2,2,66,37,10,56.08,Medium
10/10/2024,S2829,Taha,Data Science,High,Excellent,07:46.5,C103,Present,3.78,0.95,17.97,0,95,49,19,85.68,Low
10/11/2024,S1489,Aleena,Web Development,Medium,Average,20:19.4,C105,Late,2.73,0.6,6.93,2,60,39,10,40.62,Medium
10/22/2024,S3033,Hamza,Business Analytics,High,Excellent,17:50.6,C103,Present,3.99,0.94,11.28,0,94,50,15,98.44,Low
10/6/2024,S1722,Usman,Data Science,Medium,Average,08:48.4,C102,Late,2.02,0.69,4.09,1,69,44,13,47.99,Medium
10/22/2024,S3807,Aleena,Business Analytics,Low,Average,22:47.1,C104,Present,3.04,0.84,7.59,1,84,43,12,78.58,Low
10/23/2024,S437,Aleena,Data Science,Low,Below Average,02:36.3,C101,Present,1.17,0.42,1.67,2,42,39,7,35.69,High
10/11/2024,S3580,Hira,AI,Low,Average,07:03.4,C105,Present,3.47,0.79,9.22,1,79,48,14,75.48,Low
10/4/2024,S3601,Hamza,Cybersecurity,High,Above Average,10:27.1,C102,Present,3.34,0.86,6.02,0,86,49,16,75.68,Low
10/12/2024,S3190,Bilal,Data Science,High,Excellent,19:31.2,C101,Present,3.78,0.99,10.97,0,99,47,18,99.52,Low
10/18/2024,S3403,Imran,Data Science,High,Average,23:00.1,C102,Present,2.92,0.89,7.06,1,89,40,16,79.37,Low
10/13/2024,S2348,Fatima,Business Analytics,High,Excellent,11:12.4,C103,Late,3.98,0.95,16.71,0,95,50,19,94.82,Low
10/21/2024,S3442,Bilal,AI,High,Above Average,13:54.5,C104,Present,2.97,0.76,6.17,1,76,45,15,79.61,Low
10/19/2024,S3570,Taha,Data Science,High,Below Average,01:50.2,C105,Present,3.11,0.77,7.9,1,77,47,16,73.28,Low
10/15/2024,S1514,Noor,Cybersecurity,Medium,Average,09:42.6,C101,Present,2.32,0.74,5.08,1,74,37,12,55.38,Medium
10/6/2024,S2649,Fatima,Cybersecurity,High,Excellent,04:55.4,C103,Present,3.66,0.98,16.05,0,98,49,18,86.71,Low
10/6/2024,S3275,Saad,Cybersecurity,High,Above Average,01:50.4,C101,Present,3.06,0.78,7.1,1,78,42,13,62.83,Low
10/3/2024,S1737,Fatima,Data Science,Medium,Average,14:28.5,C103,Absent,2.4,0.64,5.79,2,64,44,14,46.6,Low
10/3/2024,S1403,Zara,Data Science,Medium,Average,09:10.2,C102,Late,2.72,0.73,5.91,1,73,36,13,51.05,Medium
10/24/2024,S284,Hassan,Web Development,Low,Below Average,23:15.3,C102,Present,1.98,0.55,2.04,3,55,34,5,30.0,High
10/6/2024,S713,Mehwish,AI,Low,Below Average,22:23.8,C102,Present,1.99,0.43,3.21,3,43,31,5,31.56,Low
10/12/2024,S275,Bilal,Web Development,Low,Below Average,01:17.4,C102,Present,0.76,0.42,2.05,3,42,40,10,27.61,High
10/9/2024,S2273,Usman,Cybersecurity,High,Excellent,06:51.4,C105,Present,3.87,1.0,18.81,0,100,49,18,84.07,Low
10/24/2024,S622,Taha,Business Analytics,Low,Below Average,09:06.1,C104,Present,0.83,0.46,1.45,3,46,32,7,28.7,High
10/13/2024,S1923,Taha,Cybersecurity,High,Average,18:57.5,C101,Present,3.98,0.99,16.08,0,99,47,17,92.13,Low
10/11/2024,S866,Danish,Web Development,Low,Below Average,21:19.6,C101,Present,0.56,0.57,3.79,2,57,30,9,32.83,Low
10/18/2024,S3944,Laiba,Data Science,High,Above Average,18:28.4,C102,Present,3.1,0.77,9.33,1,77,50,15,65.12,Low
10/26/2024,S1643,Fatima,Business Analytics,Medium,Average,10:01.3,C103,Late,2.2,0.63,5.69,2,63,40,12,52.0,Medium
10/5/2024,S2484,Hamza,Web Development,Low,Below Average,05:02.4,C102,Present,3.71,0.97,12.88,0,97,45,20,87.92,Low
10/24/2024,S3995,Hira,Business Analytics,High,Above Average,05:42.1,C105,Present,3.12,0.89,6.51,0,89,46,14,70.28,Low
10/8/2024,S424,Saad,Cybersecurity,Low,Below Average,07:31.6,C103,Present,0.75,0.51,2.45,3,51,40,10,30.52,High
10/18/2024,S2992,Aleena,Business Analytics,High,Excellent,14:49.3,C105,Present,3.89,0.91,11.27,0,91,47,19,93.96,Low
10/12/2024,S1222,Hamza,Cybersecurity,Medium,Average,20:44.4,C102,Present,2.6,0.7,4.83,2,70,40,10,43.33,Medium
10/19/2024,S507,Mariam,Web Development,Low,Below Average,13:59.2,C104,Late,0.73,0.45,2.09,2,45,32,10,32.5,High
10/3/2024,S3861,Hira,Cybersecurity,High,Above Average,08:41.2,C105,Present,2.81,0.8,6.61,1,80,40,12,74.28,Medium
10/13/2024,S3564,Hamza,Web Development,Low,Below Average,07:16.1,C102,Present,3.04,0.84,6.69,0,84,46,16,64.25,Low
10/11/2024,S1124,Mariam,Data Science,Low,Below Average,05:09.5,C103,Present,1.45,0.42,1.07,3,42,40,5,30.63,High
10/11/2024,S2513,Iqra,AI,High,Excellent,14:00.3,C105,Present,3.63,0.97,11.2,0,97,47,16,86.12,Low
10/11/2024,S501,Fatima,AI,Low,Below Average,16:22.2,C102,Present,0.72,0.5,2.31,4,50,36,6,33.22,High
10/25/2024,S1109,Noor,Cybersecurity,Low,Below Average,08:43.1,C101,Present,0.88,0.5,3.8,3,50,37,5,30.63,Low
10/11/2024,S1282,Aleena,Cybersecurity,Medium,Average,06:02.5,C105,Present,2.02,0.72,4.74,2,72,41,10,48.73,Medium
10/24/2024,S550,Taha,Business Analytics,Low,Below Average,09:06.1,C104,Present,1.27,0.6,1.49,4,60,36,5,32.21,High
10/17/2024,S558,Areeba,Web Development,Low,Below Average,08:27.3,C102,Present,1.91,0.5,3.26,2,50,32,9,29.57,High
10/5/2024,S1602,Iqra,Web Development,Medium,Average,17:22.3,C102,Late,2.48,0.72,4.72,1,72,44,10,48.28,Medium
10/13/2024,S603,Hassan,Business Analytics,Low,Below Average,17:56.2,C103,Late,1.63,0.59,1.23,3,59,32,6,38.58,High
10/3/2024,S443,Zara,Data Science,Low,Below Average,01:11.2,C101,Present,1.61,0.47,3.06,3,47,35,9,22.31,High
10/17/2024,S1780,Areeba,AI,Medium,Average,13:00.6,C105,Present,2.04,0.71,5.01,2,71,35,12,48.65,Medium
10/2/2024,S219,Mehwish,AI,Low,Below Average,10:04.2,C103,Late,0.74,0.58,3.33,4,58,33,7,24.17,Low
10/23/2024,S2108,Hassan,Data Science,High,Excellent,05:42.3,C105,Present,3.59,0.93,14.44,0,93,45,17,83.56,Medium
10/10/2024,S898,Mehwish,Web Development,Low,Below Average,06:43.2,C103,Present,1.5,0.54,1.68,2,54,33,5,20.34,High
